,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
751,125.0,0.402,311.0,0.0,0.0,1.0,30.0,33.0,27.0,106.0,125.0,0.401,312.0,63.0,0.7240000000000001,87.0,38.0,25.0,NBA,775.0,77.0,94.0,313.0,John Isaacs,PF,12.0,1982-83,67.0,183.0,WSB,0.401
752,6775.0,0.47,14426.0,1.0,0.053,19.0,1541.0,,629.0,4332.0,6776.0,0.469,14445.0,3558.0,0.7959999999999999,4471.0,844.0,88.0,TOT,29408.0,2026.0,2388.0,17111.0,John Isaacs,,355.0,Career,969.0,8675.0,,0.469
753,5789.0,0.465,12439.0,1.0,0.125,8.0,1351.0,,629.0,3228.0,5790.0,0.465,12447.0,3011.0,0.8,3766.0,760.0,88.0,NBA,25600.0,1493.0,2167.0,14592.0,John Isaacs,,355.0,,716.0,7038.0,,0.465
754,986.0,0.496,1987.0,0.0,0.0,11.0,190.0,,,1104.0,986.0,0.493,1998.0,547.0,0.7759999999999999,705.0,84.0,,ABA,3808.0,533.0,221.0,2519.0,John Isaacs,,,,253.0,1637.0,,0.493
755,,,,,,,,,,,,,,,,,,,,,,,,John Isaacs,,,,,,,
756,3168.0,0.46299999999999997,6849.0,,,,769.0,,214.0,1121.0,3168.0,0.46299999999999997,6849.0,1795.0,0.813,2207.0,326.0,,NBA,13156.0,516.0,876.0,8131.0,John Isaacs,,119.0,5 seasons,,3954.0,SEA,0.46299999999999997
757,1468.0,0.46299999999999997,3170.0,,,,324.0,,210.0,1288.0,1468.0,0.46299999999999997,3170.0,651.0,0.757,860.0,210.0,,NBA,6701.0,518.0,623.0,3587.0,John Isaacs,,114.0,4 seasons,227.0,1806.0,NYK,0.46299999999999997
758,520.0,0.457,1137.0,0.0,0.0,4.0,94.0,,95.0,384.0,520.0,0.456,1141.0,282.0,0.813,347.0,114.0,88.0,NBA,2861.0,221.0,343.0,1322.0,John Isaacs,,57.0,2 seasons,242.0,605.0,WSB,0.456
759,986.0,0.496,1987.0,0.0,0.0,11.0,190.0,,,1104.0,986.0,0.493,1998.0,547.0,0.7759999999999999,705.0,84.0,,ABA,3808.0,533.0,221.0,2519.0,John Isaacs,,,1 season,253.0,1637.0,DNR,0.493
760,287.0,0.489,587.0,1.0,0.25,4.0,93.0,,57.0,214.0,288.0,0.48700000000000004,591.0,159.0,0.772,206.0,76.0,,NBA,1544.0,132.0,197.0,736.0,John Isaacs,,35.0,1 season,134.0,346.0,LAL,0.488
761,346.0,0.49700000000000005,696.0,,,,71.0,,53.0,221.0,346.0,0.49700000000000005,696.0,124.0,0.8490000000000001,146.0,34.0,,NBA,1338.0,106.0,128.0,816.0,John Isaacs,,30.0,1 season,113.0,327.0,NOJ,0.49700000000000005
