,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
38,713.0,0.444,1607.0,,,,127.0,27.0,,,713.0,0.444,1607.0,291.0,0.6709999999999999,434.0,81.0,,NBA,3347.0,,232.0,1717.0,Neil Johnston,PF,,1972-73,,1177.0,BAL,0.444
39,689.0,0.423,1627.0,,,,163.0,28.0,240.0,1109.0,689.0,0.423,1627.0,357.0,0.721,495.0,81.0,,NBA,3602.0,354.0,252.0,1735.0,Neil Johnston,PF,86.0,1973-74,,1463.0,CAP,0.423
40,739.0,0.44299999999999995,1668.0,,,,206.0,29.0,187.0,783.0,739.0,0.44299999999999995,1668.0,409.0,0.7659999999999999,534.0,82.0,,NBA,3465.0,221.0,238.0,1887.0,Neil Johnston,PF,158.0,1974-75,,1004.0,WSB,0.44299999999999995
41,649.0,0.47,1381.0,,,,121.0,30.0,202.0,668.0,649.0,0.47,1381.0,287.0,0.628,457.0,80.0,,NBA,2975.0,210.0,293.0,1585.0,Neil Johnston,PF,104.0,1975-76,,878.0,WSB,0.47
42,760.0,0.501,1516.0,,,,158.0,31.0,220.0,740.0,760.0,0.501,1516.0,422.0,0.687,614.0,82.0,,NBA,3364.0,289.0,312.0,1942.0,Neil Johnston,PF,87.0,1976-77,,1029.0,WSB,0.501
43,636.0,0.451,1409.0,,,,149.0,32.0,159.0,740.0,636.0,0.451,1409.0,326.0,0.634,514.0,81.0,,NBA,3246.0,335.0,313.0,1598.0,Neil Johnston,PF,96.0,1977-78,229.0,1075.0,WSB,0.451
44,720.0,0.48700000000000004,1477.0,,,,143.0,33.0,190.0,682.0,720.0,0.48700000000000004,1477.0,349.0,0.654,534.0,82.0,,NBA,3105.0,312.0,308.0,1789.0,Neil Johnston,PF,75.0,1978-79,235.0,994.0,WSB,0.48700000000000004
45,758.0,0.456,1664.0,3.0,0.231,13.0,129.0,34.0,189.0,627.0,761.0,0.45399999999999996,1677.0,334.0,0.6990000000000001,478.0,81.0,,NBA,3183.0,269.0,309.0,1859.0,Neil Johnston,PF,62.0,1979-80,215.0,896.0,WSB,0.455
46,584.0,0.45399999999999996,1286.0,0.0,0.0,10.0,98.0,35.0,171.0,554.0,584.0,0.451,1296.0,271.0,0.617,439.0,81.0,,NBA,2931.0,235.0,300.0,1439.0,Neil Johnston,PF,68.0,1980-81,189.0,789.0,WSB,0.451
47,519.0,0.474,1095.0,0.0,0.0,5.0,144.0,36.0,104.0,480.0,519.0,0.47200000000000003,1100.0,280.0,0.664,422.0,82.0,82.0,NBA,3032.0,267.0,287.0,1318.0,Neil Johnston,PF,62.0,1981-82,208.0,747.0,HOU,0.47200000000000003
48,422.0,0.47600000000000003,886.0,2.0,0.5,4.0,158.0,37.0,81.0,417.0,424.0,0.47600000000000003,890.0,196.0,0.6829999999999999,287.0,81.0,43.0,NBA,2302.0,199.0,232.0,1046.0,Neil Johnston,PF,50.0,1982-83,200.0,616.0,HOU,0.478
49,158.0,0.408,387.0,0.0,0.0,2.0,71.0,38.0,28.0,173.0,158.0,0.406,389.0,86.0,0.652,132.0,81.0,4.0,NBA,994.0,87.0,123.0,402.0,Neil Johnston,PF,16.0,1983-84,82.0,260.0,HOU,0.406
50,10971.0,0.45299999999999996,24238.0,5.0,0.147,34.0,2398.0,,1771.0,6973.0,10976.0,0.452,24272.0,5356.0,0.67,7999.0,1303.0,129.0,NBA,50000.0,2778.0,4193.0,27313.0,Neil Johnston,,864.0,Career,1358.0,16279.0,,0.452
51,,,,,,,,,,,,,,,,,,,,,,,,Neil Johnston,,,,,,,
52,6248.0,0.45799999999999996,13635.0,3.0,0.13,23.0,1294.0,,1558.0,5903.0,6251.0,0.45799999999999996,13658.0,3046.0,0.677,4499.0,731.0,,NBA,29218.0,2225.0,2557.0,15551.0,Neil Johnston,,736.0,9 seasons,868.0,9305.0,"BAL,CAP,WSB",0.45799999999999996
53,4723.0,0.445,10603.0,2.0,0.182,11.0,1104.0,,213.0,1070.0,4725.0,0.445,10614.0,2310.0,0.66,3500.0,572.0,129.0,NBA,20782.0,553.0,1636.0,11762.0,Neil Johnston,,128.0,7 seasons,490.0,6974.0,"SDR,HOU",0.445
54,742.0,0.45299999999999996,1637.0,,,,349.0,23.0,,,742.0,0.45299999999999996,1637.0,507.0,0.7809999999999999,649.0,82.0,,NBA,3012.0,,282.0,1991.0,Nate Archibald,SG,,1967-68,,465.0,BAL,0.45299999999999996
55,809.0,0.44,1837.0,,,,392.0,24.0,,,809.0,0.44,1837.0,447.0,0.768,582.0,80.0,,NBA,3075.0,,261.0,2065.0,Nate Archibald,SG,,1968-69,,280.0,BAL,0.44
56,695.0,0.446,1557.0,,,,402.0,25.0,,,695.0,0.446,1557.0,532.0,0.83,641.0,82.0,,NBA,3051.0,,258.0,1922.0,Nate Archibald,PG,,1969-70,,257.0,BAL,0.446
57,663.0,0.442,1501.0,,,,354.0,26.0,,,663.0,0.442,1501.0,406.0,0.802,506.0,81.0,,NBA,2843.0,,220.0,1732.0,Nate Archibald,PG,,1970-71,,213.0,BAL,0.442
58,287.0,0.434,662.0,,,,142.0,27.0,,,287.0,0.434,662.0,175.0,0.7809999999999999,224.0,63.0,,NBA,1337.0,,139.0,749.0,Nate Archibald,SG-PG,,1971-72,,100.0,TOT,0.434
59,26.0,0.406,64.0,,,,10.0,27.0,,,26.0,0.406,64.0,13.0,0.722,18.0,3.0,,NBA,103.0,,9.0,65.0,Nate Archibald,PG,,1971-72,,8.0,BAL,0.406
60,261.0,0.436,598.0,,,,132.0,27.0,,,261.0,0.436,598.0,162.0,0.7859999999999999,206.0,60.0,,NBA,1234.0,,130.0,684.0,Nate Archibald,SG,,1971-72,,92.0,NYK,0.436
61,496.0,0.488,1016.0,,,,288.0,28.0,,,496.0,0.488,1016.0,171.0,0.8220000000000001,208.0,75.0,,NBA,2370.0,,195.0,1163.0,Nate Archibald,SG,,1972-73,,245.0,NYK,0.488
62,240.0,0.46799999999999997,513.0,,,,110.0,29.0,19.0,99.0,240.0,0.46799999999999997,513.0,93.0,0.823,113.0,41.0,,NBA,1194.0,22.0,97.0,573.0,Nate Archibald,SG,34.0,1973-74,,121.0,NYK,0.46799999999999997
63,668.0,0.457,1462.0,,,,270.0,30.0,29.0,271.0,668.0,0.457,1462.0,297.0,0.8270000000000001,359.0,78.0,,NBA,2814.0,56.0,200.0,1633.0,Nate Archibald,SG,108.0,1974-75,,327.0,NYK,0.457
64,647.0,0.478,1354.0,,,,304.0,31.0,22.0,225.0,647.0,0.478,1354.0,280.0,0.787,356.0,76.0,,NBA,2889.0,48.0,209.0,1574.0,Nate Archibald,SG,111.0,1975-76,,273.0,NYK,0.478
65,613.0,0.517,1185.0,,,,366.0,32.0,23.0,178.0,613.0,0.517,1185.0,307.0,0.8390000000000001,366.0,77.0,,NBA,2656.0,45.0,197.0,1533.0,Nate Archibald,SG,91.0,1976-77,,223.0,NYK,0.517
66,556.0,0.495,1123.0,,,,361.0,33.0,19.0,135.0,556.0,0.495,1123.0,242.0,0.8320000000000001,291.0,76.0,,NBA,2369.0,47.0,189.0,1354.0,Nate Archibald,SG,60.0,1977-78,179.0,182.0,NYK,0.495
67,329.0,0.47100000000000003,699.0,,,,189.0,34.0,6.0,48.0,329.0,0.47100000000000003,699.0,129.0,0.838,154.0,64.0,,NBA,1393.0,26.0,123.0,787.0,Nate Archibald,SG,48.0,1978-79,98.0,74.0,NYK,0.47100000000000003
68,161.0,0.457,352.0,0.0,,0.0,67.0,35.0,3.0,20.0,161.0,0.457,352.0,56.0,0.875,64.0,51.0,,NBA,633.0,16.0,46.0,378.0,Nate Archibald,SG,21.0,1979-80,28.0,36.0,NYK,0.457
69,6906.0,0.46399999999999997,14898.0,0.0,,0.0,3594.0,,121.0,976.0,6906.0,0.46399999999999997,14898.0,3642.0,0.807,4513.0,926.0,,NBA,29636.0,260.0,2416.0,17454.0,Nate Archibald,,473.0,Career,305.0,2796.0,,0.46399999999999997
70,,,,,,,,,,,,,,,,,,,,,,,,Nate Archibald,,,,,,,
71,3971.0,0.478,8302.0,0.0,,0.0,2087.0,,121.0,976.0,3971.0,0.478,8302.0,1737.0,0.821,2117.0,598.0,,NBA,17552.0,260.0,1386.0,9679.0,Nate Archibald,,473.0,9 seasons,305.0,1573.0,NYK,0.478
72,2935.0,0.445,6596.0,,,,1507.0,,,,2935.0,0.445,6596.0,1905.0,0.795,2396.0,328.0,,NBA,12084.0,,1030.0,7775.0,Nate Archibald,,,5 seasons,,1223.0,BAL,0.445
73,486.0,0.444,1095.0,,,,450.0,22.0,,,486.0,0.444,1095.0,336.0,0.757,444.0,82.0,,NBA,2867.0,,218.0,1308.0,Dave Cowens,PG,,1970-71,,242.0,CIN,0.444
74,734.0,0.486,1511.0,,,,701.0,23.0,,,734.0,0.486,1511.0,677.0,0.8220000000000001,824.0,76.0,,NBA,3272.0,,198.0,2145.0,Dave Cowens,PG,,1971-72,,222.0,CIN,0.486
75,1028.0,0.488,2106.0,,,,910.0,24.0,,,1028.0,0.488,2106.0,663.0,0.847,783.0,80.0,,NBA,3681.0,,207.0,2719.0,Dave Cowens,PG,,1972-73,,223.0,KCO,0.488
76,222.0,0.451,492.0,,,,266.0,25.0,7.0,64.0,222.0,0.451,492.0,173.0,0.82,211.0,35.0,,NBA,1272.0,21.0,76.0,617.0,Dave Cowens,PG,56.0,1973-74,,85.0,KCO,0.451
77,759.0,0.456,1664.0,,,,557.0,26.0,7.0,174.0,759.0,0.456,1664.0,652.0,0.872,748.0,82.0,,NBA,3244.0,48.0,187.0,2170.0,Dave Cowens,PG,119.0,1974-75,,222.0,KCO,0.456
78,717.0,0.45299999999999996,1583.0,,,,615.0,27.0,15.0,146.0,717.0,0.45299999999999996,1583.0,501.0,0.802,625.0,78.0,,NBA,3184.0,67.0,169.0,1935.0,Dave Cowens,PG,126.0,1975-76,,213.0,KCK,0.45299999999999996
79,250.0,0.446,560.0,,,,254.0,28.0,11.0,58.0,250.0,0.446,560.0,197.0,0.785,251.0,34.0,,NBA,1277.0,22.0,77.0,697.0,Dave Cowens,PG,59.0,1976-77,,80.0,NYN,0.446
80,259.0,0.452,573.0,,,,324.0,30.0,6.0,78.0,259.0,0.452,573.0,242.0,0.7879999999999999,307.0,69.0,,NBA,1662.0,25.0,132.0,760.0,Dave Cowens,PG,55.0,1978-79,197.0,103.0,BOS,0.452
81,379.0,0.488,776.0,4.0,0.222,18.0,671.0,31.0,10.0,138.0,383.0,0.48200000000000004,794.0,361.0,0.83,435.0,80.0,80.0,NBA,2864.0,59.0,218.0,1131.0,Dave Cowens,PG,106.0,1979-80,242.0,197.0,BOS,0.485
82,382.0,0.505,757.0,0.0,0.0,9.0,618.0,32.0,18.0,140.0,382.0,0.499,766.0,342.0,0.816,419.0,80.0,72.0,NBA,2820.0,36.0,201.0,1106.0,Dave Cowens,PG,75.0,1980-81,265.0,176.0,BOS,0.499
83,302.0,0.475,636.0,6.0,0.375,16.0,541.0,33.0,3.0,91.0,308.0,0.47200000000000003,652.0,236.0,0.747,316.0,68.0,51.0,NBA,2167.0,25.0,131.0,858.0,Dave Cowens,PG,52.0,1981-82,178.0,116.0,BOS,0.47700000000000004
84,230.0,0.435,529.0,5.0,0.20800000000000002,24.0,409.0,34.0,4.0,66.0,235.0,0.425,553.0,220.0,0.743,296.0,66.0,19.0,NBA,1811.0,25.0,110.0,695.0,Dave Cowens,PG,38.0,1982-83,163.0,91.0,BOS,0.429
85,132.0,0.506,261.0,4.0,0.222,18.0,160.0,35.0,0.0,60.0,136.0,0.48700000000000004,279.0,64.0,0.634,101.0,46.0,46.0,NBA,1038.0,16.0,78.0,340.0,Dave Cowens,PG,33.0,1983-84,78.0,76.0,MIL,0.495
86,5880.0,0.469,12543.0,19.0,0.22399999999999998,85.0,6476.0,,81.0,1015.0,5899.0,0.467,12628.0,4664.0,0.81,5760.0,876.0,268.0,NBA,31159.0,344.0,2002.0,16481.0,Dave Cowens,,719.0,Career,1123.0,2046.0,,0.46799999999999997
87,,,,,,,,,,,,,,,,,,,,,,,,Dave Cowens,,,,,,,
88,3946.0,0.467,8451.0,,,,3499.0,,29.0,384.0,3946.0,0.467,8451.0,3002.0,0.826,3635.0,433.0,,NBA,17520.0,136.0,1055.0,10894.0,Dave Cowens,,301.0,6 seasons,,1207.0,"CIN,KCO,KCK",0.467
89,1552.0,0.474,3271.0,15.0,0.22399999999999998,67.0,2563.0,,41.0,513.0,1567.0,0.469,3338.0,1401.0,0.79,1773.0,363.0,222.0,NBA,11324.0,170.0,792.0,4550.0,Dave Cowens,,326.0,5 seasons,1045.0,683.0,BOS,0.47200000000000003
90,132.0,0.506,261.0,4.0,0.222,18.0,160.0,,0.0,60.0,136.0,0.48700000000000004,279.0,64.0,0.634,101.0,46.0,46.0,NBA,1038.0,16.0,78.0,340.0,Dave Cowens,,33.0,1 season,78.0,76.0,MIL,0.495
91,250.0,0.446,560.0,,,,254.0,,11.0,58.0,250.0,0.446,560.0,197.0,0.785,251.0,34.0,,NBA,1277.0,22.0,77.0,697.0,Dave Cowens,,59.0,1 season,,80.0,NYN,0.446
92,633.0,0.521,1214.0,2.0,0.222,9.0,320.0,25.0,,577.0,635.0,0.519,1223.0,603.0,0.764,789.0,70.0,,ABA,3146.0,368.0,248.0,1875.0,Bob Lanier,PF,,1967-68,200.0,945.0,PTP,0.52
93,493.0,0.519,949.0,3.0,0.136,22.0,184.0,26.0,,367.0,496.0,0.511,971.0,425.0,0.767,554.0,47.0,,ABA,1852.0,167.0,166.0,1420.0,Bob Lanier,PF,,1968-69,155.0,534.0,MNP,0.512
94,709.0,0.49,1447.0,,,,391.0,27.0,,,709.0,0.49,1447.0,577.0,0.779,741.0,81.0,,NBA,3312.0,,287.0,1995.0,Bob Lanier,SF,,1969-70,,846.0,PHO,0.49
95,512.0,0.434,1181.0,,,,322.0,28.0,,,512.0,0.434,1181.0,457.0,0.816,560.0,71.0,,NBA,2662.0,,197.0,1481.0,Bob Lanier,SF,,1970-71,,643.0,PHO,0.434
96,571.0,0.45899999999999996,1244.0,,,,296.0,29.0,,,571.0,0.45899999999999996,1244.0,456.0,0.807,565.0,76.0,,NBA,2798.0,,235.0,1598.0,Bob Lanier,SF,,1971-72,,633.0,PHO,0.45899999999999996
97,441.0,0.479,920.0,,,,304.0,30.0,,,441.0,0.479,920.0,322.0,0.797,404.0,75.0,,NBA,2768.0,,229.0,1204.0,Bob Lanier,SF,,1972-73,,641.0,PHO,0.479
98,404.0,0.501,807.0,,,,407.0,31.0,81.0,389.0,404.0,0.501,807.0,191.0,0.7609999999999999,251.0,79.0,,NBA,2761.0,176.0,223.0,999.0,Bob Lanier,SF,113.0,1973-74,,565.0,TOT,0.501
99,36.0,0.486,74.0,,,,28.0,31.0,3.0,29.0,36.0,0.486,74.0,18.0,0.667,27.0,8.0,,NBA,223.0,14.0,20.0,90.0,Bob Lanier,SF,8.0,1973-74,,43.0,PHO,0.486
100,368.0,0.502,733.0,,,,379.0,31.0,78.0,360.0,368.0,0.502,733.0,173.0,0.772,224.0,71.0,,NBA,2538.0,162.0,203.0,909.0,Bob Lanier,SF,105.0,1973-74,,522.0,LAL,0.502
101,139.0,0.429,324.0,,,,120.0,32.0,23.0,144.0,139.0,0.429,324.0,68.0,0.687,99.0,43.0,,NBA,1026.0,54.0,116.0,346.0,Bob Lanier,PF,51.0,1974-75,,198.0,LAL,0.429
102,237.0,0.447,530.0,,,,212.0,33.0,46.0,343.0,237.0,0.447,530.0,136.0,0.7120000000000001,191.0,74.0,,NBA,1907.0,102.0,172.0,610.0,Bob Lanier,PF,80.0,1975-76,,445.0,ATL,0.447
103,4139.0,0.48,8616.0,5.0,0.161,31.0,2556.0,,150.0,1820.0,4144.0,0.479,8647.0,3235.0,0.779,4154.0,616.0,,TOT,22232.0,867.0,1873.0,11528.0,Bob Lanier,,244.0,Career,355.0,5450.0,,0.48
104,3013.0,0.467,6453.0,,,,2052.0,,150.0,876.0,3013.0,0.467,6453.0,2207.0,0.785,2811.0,499.0,,NBA,17234.0,332.0,1459.0,8233.0,Bob Lanier,,244.0,,,3971.0,,0.467
105,1126.0,0.521,2163.0,5.0,0.161,31.0,504.0,,,944.0,1131.0,0.515,2194.0,1028.0,0.765,1343.0,117.0,,ABA,4998.0,535.0,414.0,3295.0,Bob Lanier,,,,355.0,1479.0,,0.517
106,,,,,,,,,,,,,,,,,,,,,,,,Bob Lanier,,,,,,,
107,2269.0,0.466,4866.0,,,,1341.0,,3.0,29.0,2269.0,0.466,4866.0,1830.0,0.797,2297.0,311.0,,NBA,11763.0,14.0,968.0,6368.0,Bob Lanier,,8.0,5 seasons,,2806.0,PHO,0.466
108,1126.0,0.521,2163.0,5.0,0.161,31.0,504.0,,,944.0,1131.0,0.515,2194.0,1028.0,0.765,1343.0,117.0,,ABA,4998.0,535.0,414.0,3295.0,Bob Lanier,,,2 seasons,355.0,1479.0,"PTP,MNP",0.517
109,507.0,0.48,1057.0,,,,499.0,,101.0,504.0,507.0,0.48,1057.0,241.0,0.746,323.0,114.0,,NBA,3564.0,216.0,319.0,1255.0,Bob Lanier,,156.0,2 seasons,,720.0,LAL,0.48
110,237.0,0.447,530.0,,,,212.0,,46.0,343.0,237.0,0.447,530.0,136.0,0.7120000000000001,191.0,74.0,,NBA,1907.0,102.0,172.0,610.0,Bob Lanier,,80.0,1 season,,445.0,ATL,0.447
111,,,,,,,210.0,22.0,,,973.0,0.519,1875.0,549.0,0.644,853.0,79.0,,NBA,3344.0,,281.0,2495.0,Julius Erving,C,,1961-62,,1500.0,CHP,
112,,,,,,,233.0,23.0,,,840.0,0.527,1595.0,553.0,0.674,821.0,80.0,,NBA,3306.0,,283.0,2233.0,Julius Erving,C,,1962-63,,1309.0,CHZ,
113,,,,,,,126.0,24.0,,,811.0,0.513,1582.0,537.0,0.6509999999999999,825.0,80.0,,NBA,3394.0,,300.0,2159.0,Julius Erving,C,,1963-64,,1361.0,BAL,
114,,,,,,,191.0,25.0,,,733.0,0.509,1441.0,515.0,0.685,752.0,80.0,,NBA,3301.0,,260.0,1981.0,Julius Erving,C,,1964-65,,1166.0,BAL,
115,,,,,,,235.0,26.0,,,695.0,0.506,1373.0,430.0,0.624,689.0,80.0,,NBA,3352.0,,294.0,1820.0,Julius Erving,C,,1965-66,,1254.0,TOT,
116,,,,,,,18.0,26.0,,,56.0,0.452,124.0,40.0,0.597,67.0,8.0,,NBA,268.0,,32.0,152.0,Julius Erving,C,,1965-66,,102.0,BAL,
117,,,,,,,217.0,26.0,,,639.0,0.512,1249.0,390.0,0.627,622.0,72.0,,NBA,3084.0,,262.0,1668.0,Julius Erving,C,,1965-66,,1152.0,NYK,
118,,,,,,,206.0,27.0,,,565.0,0.521,1084.0,369.0,0.636,580.0,79.0,,NBA,3010.0,,275.0,1499.0,Julius Erving,C,,1966-67,,1064.0,NYK,
119,,,,,,,164.0,28.0,,,511.0,0.541,944.0,350.0,0.662,529.0,82.0,,NBA,2695.0,,259.0,1372.0,Julius Erving,C,,1967-68,,961.0,NYK,
120,,,,,,,176.0,29.0,,,563.0,0.51,1103.0,401.0,0.649,618.0,88.0,,NBA,3159.0,,320.0,1527.0,Julius Erving,C,,1968-69,,1101.0,TOT,
121,,,,,,,77.0,29.0,,,204.0,0.507,402.0,125.0,0.619,202.0,35.0,,NBA,1136.0,,123.0,533.0,Julius Erving,C,,1968-69,,385.0,NYK,
122,,,,,,,99.0,29.0,,,359.0,0.512,701.0,276.0,0.6629999999999999,416.0,53.0,,NBA,2023.0,,197.0,994.0,Julius Erving,C,,1968-69,,716.0,DET,
123,,,,,,,143.0,30.0,,,351.0,0.523,671.0,215.0,0.5760000000000001,373.0,79.0,,NBA,2028.0,,260.0,917.0,Julius Erving,C,,1969-70,,707.0,TOT,
124,,,,,,,55.0,30.0,,,210.0,0.547,384.0,140.0,0.562,249.0,56.0,,NBA,1173.0,,163.0,560.0,Julius Erving,C,,1969-70,,397.0,DET,
125,,,,,,,88.0,30.0,,,141.0,0.491,287.0,75.0,0.605,124.0,23.0,,NBA,855.0,,97.0,357.0,Julius Erving,C,,1969-70,,310.0,ATL,
126,,,,,,,230.0,31.0,,,433.0,0.493,879.0,336.0,0.604,556.0,82.0,,NBA,2908.0,,271.0,1202.0,Julius Erving,C,,1970-71,,1060.0,ATL,
127,,,,,,,262.0,32.0,,,593.0,0.545,1089.0,340.0,0.585,581.0,82.0,,NBA,3187.0,,255.0,1526.0,Julius Erving,C,,1971-72,,1049.0,ATL,
128,,,,,,,179.0,33.0,,,455.0,0.505,901.0,283.0,0.5379999999999999,526.0,74.0,,NBA,2802.0,,244.0,1193.0,Julius Erving,C,,1972-73,,964.0,ATL,
129,,,,,,,189.0,34.0,48.0,476.0,389.0,0.486,801.0,233.0,0.608,383.0,77.0,,NBA,2440.0,264.0,232.0,1011.0,Julius Erving,C,52.0,1973-74,,740.0,ATL,
130,,,,,,,0.0,35.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,NBA,14.0,0.0,2.0,6.0,Julius Erving,C,0.0,1974-75,,5.0,NOJ,
131,,,,,,,2544.0,,48.0,481.0,7914.0,0.516,15340.0,5113.0,0.632,8088.0,1043.0,,NBA,38940.0,264.0,3536.0,20941.0,Julius Erving,,52.0,Career,,14241.0,,
132,,,,,,,,,,,,,,,,,,,,,,,,Julius Erving,,,,,,,
133,,,,,,,948.0,,48.0,476.0,2011.0,0.508,3957.0,1267.0,0.584,2170.0,338.0,,NBA,12192.0,264.0,1099.0,5289.0,Julius Erving,,52.0,5 seasons,,4123.0,ATL,
134,,,,,,,778.0,,,,3413.0,0.516,6617.0,2194.0,0.6609999999999999,3318.0,327.0,,NBA,13613.0,,1156.0,9020.0,Julius Erving,,,5 seasons,,5438.0,"CHP,CHZ,BAL",
135,,,,,,,664.0,,,,1919.0,0.522,3679.0,1234.0,0.638,1933.0,268.0,,NBA,9925.0,,919.0,5072.0,Julius Erving,,,4 seasons,,3562.0,NYK,
136,,,,,,,154.0,,,,569.0,0.524,1085.0,416.0,0.626,665.0,109.0,,NBA,3196.0,,360.0,1554.0,Julius Erving,,,2 seasons,,1113.0,DET,
137,,,,,,,0.0,,0.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,NBA,14.0,0.0,2.0,6.0,Julius Erving,,0.0,1 season,,5.0,NOJ,
138,907.0,0.501,1810.0,3.0,0.188,16.0,335.0,21.0,,843.0,910.0,0.498,1826.0,467.0,0.745,627.0,84.0,,ABA,3513.0,476.0,264.0,2290.0,Dan Issel,SF,,1971-72,342.0,1319.0,VIR,0.499
139,889.0,0.499,1780.0,5.0,0.20800000000000002,24.0,298.0,22.0,127.0,605.0,894.0,0.496,1804.0,475.0,0.7759999999999999,612.0,71.0,,ABA,2993.0,262.0,197.0,2268.0,Dan Issel,SF,181.0,1972-73,326.0,867.0,VIR,0.49700000000000005
140,897.0,0.515,1742.0,17.0,0.395,43.0,434.0,23.0,204.0,636.0,914.0,0.512,1785.0,454.0,0.7659999999999999,593.0,84.0,,ABA,3398.0,263.0,270.0,2299.0,Dan Issel,SF,190.0,1973-74,341.0,899.0,NYA,0.517
141,885.0,0.515,1719.0,29.0,0.33299999999999996,87.0,462.0,24.0,157.0,630.0,914.0,0.506,1806.0,486.0,0.799,608.0,84.0,,ABA,3402.0,284.0,256.0,2343.0,Dan Issel,SF,186.0,1974-75,301.0,914.0,NYA,0.514
142,915.0,0.517,1770.0,34.0,0.33,103.0,423.0,25.0,160.0,588.0,949.0,0.507,1873.0,530.0,0.8009999999999999,662.0,84.0,,ABA,3244.0,337.0,221.0,2462.0,Dan Issel,SF,207.0,1975-76,307.0,925.0,NYA,0.516
143,685.0,0.499,1373.0,,,,306.0,26.0,113.0,503.0,685.0,0.499,1373.0,400.0,0.777,515.0,82.0,,NBA,2940.0,192.0,251.0,1770.0,Dan Issel,SF,159.0,1976-77,,695.0,PHI,0.499
144,611.0,0.502,1217.0,,,,279.0,27.0,97.0,302.0,611.0,0.502,1217.0,306.0,0.845,362.0,74.0,,NBA,2429.0,179.0,207.0,1528.0,Dan Issel,SF,135.0,1977-78,238.0,481.0,PHI,0.502
145,715.0,0.491,1455.0,,,,357.0,28.0,100.0,366.0,715.0,0.491,1455.0,373.0,0.745,501.0,78.0,,NBA,2802.0,198.0,207.0,1803.0,Dan Issel,SF,133.0,1978-79,315.0,564.0,PHI,0.491
146,834.0,0.523,1594.0,4.0,0.2,20.0,355.0,29.0,140.0,361.0,838.0,0.519,1614.0,420.0,0.787,534.0,78.0,,NBA,2812.0,215.0,208.0,2100.0,Dan Issel,SF,170.0,1979-80,284.0,576.0,PHI,0.52
147,790.0,0.525,1506.0,4.0,0.222,18.0,364.0,30.0,147.0,413.0,794.0,0.521,1524.0,422.0,0.787,536.0,82.0,,NBA,2874.0,244.0,233.0,2014.0,Dan Issel,SF,173.0,1980-81,266.0,657.0,PHI,0.522
148,777.0,0.5479999999999999,1417.0,3.0,0.273,11.0,319.0,31.0,141.0,337.0,780.0,0.546,1428.0,411.0,0.763,539.0,81.0,81.0,NBA,2789.0,220.0,229.0,1974.0,Dan Issel,SF,161.0,1981-82,214.0,557.0,PHI,0.547
149,603.0,0.518,1163.0,2.0,0.28600000000000003,7.0,263.0,32.0,131.0,318.0,605.0,0.517,1170.0,330.0,0.759,435.0,72.0,72.0,NBA,2421.0,173.0,202.0,1542.0,Dan Issel,SF,112.0,1982-83,196.0,491.0,PHI,0.518
150,671.0,0.515,1303.0,7.0,0.33299999999999996,21.0,309.0,33.0,139.0,342.0,678.0,0.512,1324.0,364.0,0.754,483.0,77.0,77.0,NBA,2683.0,190.0,217.0,1727.0,Dan Issel,SF,141.0,1983-84,230.0,532.0,PHI,0.515
151,607.0,0.49700000000000005,1222.0,3.0,0.214,14.0,233.0,34.0,109.0,242.0,610.0,0.494,1236.0,338.0,0.765,442.0,78.0,78.0,NBA,2535.0,172.0,199.0,1561.0,Dan Issel,SF,135.0,1984-85,208.0,414.0,PHI,0.495
152,512.0,0.486,1053.0,9.0,0.281,32.0,248.0,35.0,82.0,201.0,521.0,0.48,1085.0,289.0,0.785,368.0,74.0,74.0,NBA,2474.0,169.0,196.0,1340.0,Dan Issel,SF,113.0,1985-86,214.0,370.0,PHI,0.484
153,386.0,0.484,797.0,14.0,0.264,53.0,191.0,36.0,94.0,149.0,400.0,0.47100000000000003,850.0,191.0,0.813,235.0,60.0,60.0,NBA,1918.0,115.0,137.0,1005.0,Dan Issel,SF,76.0,1986-87,158.0,264.0,PHI,0.479
154,11684.0,0.51,22921.0,134.0,0.298,449.0,5176.0,,1941.0,6836.0,11818.0,0.506,23370.0,6256.0,0.777,8052.0,1243.0,442.0,TOT,45227.0,3689.0,3494.0,30026.0,Dan Issel,,2272.0,Career,3940.0,10525.0,,0.509
155,7191.0,0.51,14100.0,46.0,0.261,176.0,3224.0,,1293.0,3534.0,7237.0,0.507,14276.0,3844.0,0.777,4950.0,836.0,442.0,NBA,28677.0,2067.0,2286.0,18364.0,Dan Issel,,1508.0,,2323.0,5601.0,,0.509
156,4493.0,0.509,8821.0,88.0,0.322,273.0,1952.0,,648.0,3302.0,4581.0,0.504,9094.0,2412.0,0.778,3102.0,407.0,,ABA,16550.0,1622.0,1208.0,11662.0,Dan Issel,,764.0,,1617.0,4924.0,,0.509
157,,,,,,,,,,,,,,,,,,,,,,,,Dan Issel,,,,,,,
